field_1,Codigo,Nombre,Elevacion,Lat,Lon,Norte,Este
"821","21206180",PRIMAVERA D MATIMA,"1850",4.805500000000000,-74.443472220000004,2089170.491261,4839985.785649
"822","26170180",CARAMANTA,"850",5.547833330000000,-75.641305560000006,2171677.840342,4707471.084476
"823","24010750",MIRAVALLES,"1730",5.925833330000000,-73.609166669999993,2212830.449405,4932600.543545
"824","21080110",SAN JOSE HACIENDA,"10",2.578694440000000,-75.718666670000005,1843283.389073,4697791.968548
"825","24030650",TUTAZA,"2833",6.033611110000000,-72.855611109999998,2224704.786968,5015972.078074
"826","23050250",NORCASIA RADIO,"737",5.574472220000000,-74.891694439999995,2174305.109955,4790536.892009
"827","29040080",POLONUEVO,"80",10.779000000000000,-74.857916669999994,2749732.171541,4796932.307299
"828","25021660",MIRASOL,"30",8.600833330000000,-75.257222220000003,2509122.801086,4751671.322488
"829","23125140",AEROPUERTO FURATENA,"1250",5.520833330000000,-74.182416669999995,2168172.216225,4869076.127845
"830","23190320",PROVINCIA,"109",7.402500000000000,-73.435000000000002,2375989.803802,4952014.910586
"831","23125050",CARARE,"168",6.649444440000000,-74.061388890000003,2292877.656019,4882723.573360
"832","26130200",RECUERDO EL,"1587",4.962416670000000,-75.741666670000001,2106969.330207,4696063.652952
"833","24030560",MONGUA,"2900",5.758388890000000,-72.794499999999999,2194295.389256,5022743.324478
"834","24030120",PESCA,"2678",5.523033060000000,-73.076847779999994,2168285.841978,4991491.604119
"835","21210170",PALOGRANDE HACIENDA,"2212",4.331888890000000,-75.401333330000000,2037092.852165,4733578.966794
"836","29030480",CAMARON,"60",9.855277780000000,-75.310555559999997,2647899.694879,4746698.542082
"837","23190440",NARANJO EL,"825",7.205000000000000,-73.299722220000007,2354152.694702,4966923.125025
"838","28010360",ATANQUEZ,"800",10.697333329999999,-73.353055560000001,2740112.175758,4961407.261708
"839","25020230",JAGUA LA,"170",9.562166670000000,-73.339472220000005,2614649.609001,4962761.344928
"840","24035040",LA COPA,"2700",5.579194440000000,-73.208777780000005,2174495.005895,4976886.784965
"841","25020740",EUREKA HACIENDA,"20",8.629166670000000,-75.014722219999996,2512106.929421,4778377.725341
"842","26100800",NOGALES ALTAGRACIA,"2507",3.888666670000000,-76.065833330000004,1988316.735194,4659603.832733
"843","27010960",MONOS HACIENDA,"1100",6.898611110000000,-74.902138890000003,2320704.087225,4789908.140004
"844","21205920",SUASUQUE,"2650",4.820833330000000,-73.963888890000007,2090771.374273,4893157.974511
"845","24030420",PILA LA FINCA,"2873",5.518916670000000,-73.310722220000002,2167839.419545,4965597.211576
"846","23190510",CAOBO EL,"300",7.595555560000000,-73.327500000000001,2397313.526235,4963889.356024
"847","23190460",PAPAYAL,"100",7.615555560000000,-73.648888889999995,2399563.682126,4928454.737904
"848","24020230",PUEBLO VIEJO,"2107",6.248777780000000,-72.946722219999998,2248478.567412,5005891.136074
"849","29060350",BAYANO,"30",10.631166670000001,-74.298583330000000,2733074.001704,4858009.756311
"850","23065060",SANTA TERESA,"2200",4.842166670000000,-74.461694440000002,2093227.526827,4837974.049374
"851","24030770",GARROCHO EL,"2836",5.623472220000000,-73.126305560000006,2179384.956683,4986018.130193
"852","21206260",C.UNIV.AGROP-UDCA,"2570",4.798638890000000,-74.049722220000007,2088332.674870,4883639.018538
"853","21165030",LOZANIA,"394",3.897916670000000,-74.771527780000000,1988927.391512,4803373.723010
"854","24030820",AZULEJOS LOS,"2780",5.663722220000000,-73.210111110000000,2183835.141079,4976742.530131
"855","28040150",BELLAVISTA,"140",10.308055560000000,-74.039222219999999,2697250.677787,4886254.478633
"856","29010120",CANONEGRO HACIENDA,"80",9.741111110000000,-74.952222219999996,2635024.937444,4785924.394950
"857","24030450",ENCANTO EL,"2645",5.606333330000000,-73.323361109999993,2177499.528639,4964203.118934
"858","26105160",AEROPUERTO FARFAN,"980",4.090083330000000,-76.223583329999997,2010671.992334,4642158.361118
"859","23125090",PAUNA,"1225",5.649472220000000,-73.981027780000005,2182347.886884,4891401.113485
"860","23155040",CENTRO EL,"114",6.859555560000000,-73.765083329999996,2316036.770640,4915502.116186
"861","28020420",SAN GABRIEL,"70",9.844611110000001,-73.547694440000001,2645895.349318,4939970.015304
"862","29040270",RABON EL HACIENDA,"4",10.386944440000001,-74.962777779999996,2706448.555352,4785194.166076
"863","21050070",BELALCAZAR,"1439",2.657000000000000,-75.974972219999998,1852010.729004,4669296.922351
"864","21205660",MERCEDES LAS,"810",4.581888890000000,-74.526611110000005,2064474.280561,4830713.525733
"865","23215050",MATA LA,"163",8.614444440000000,-73.636388890000006,2509953.381694,4930006.106055
"866","26105110",INGENIO RIOPAILA,"954",4.324500000000000,-76.084527780000002,2036549.804276,4657712.316312
"867","21206020",SANTILLANA,"2575",4.898527780000000,-74.104833330000005,2099381.419845,4877547.251603
"868","21205720",SAN JORGE GRANJA,"2900",4.505750000000000,-74.189277779999998,2055988.832995,4868112.803035
"869","25020670",RAYA LA,"500",9.050277780000000,-73.559722219999998,2558107.208584,4938510.896363
"870","26040260",TORIBIO ALERTAS,"1774",2.952361110000000,-76.262222219999998,1884778.530494,4637423.780158
"871","29045110",JUAN DE ACOSTA,"20",10.833888890000001,-75.046111109999998,2755933.541546,4776395.766070
"872","29040070",PONEDERA,"8",10.641777780000000,-74.770722219999996,2734502.536098,4806378.274786
"873","26135100",BOHEMIA LA,"995",4.878027780000000,-75.877555560000005,2097697.193931,4680946.725521
"874","21255150",GARCIA HACIENDA,"350",4.855416670000000,-74.891555560000000,2094810.132156,4790313.647419
"875","26095080",TENERIFE,"2628",3.729972220000000,-76.074777780000005,1970760.863490,4658547.123460
"876","22045020",LIMON EL,"130",3.651833330000000,-75.584194440000005,1961943.191688,4713041.508578
"877","26075050",INGENIO MANUELITA,"159",3.574055560000000,-76.277805560000004,1953586.874930,4635914.201449
